Sno,Institute Name,State,District,Type,Affiliating University,Program,Level,Course,Acred. Till,Intake
2083,JYOTHI ENGINEERING COLLEGE,Kerala,THRISSUR,Private-Self Financing,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
2084,JYOTHI ENGINEERING COLLEGE,Kerala,THRISSUR,Private-Self Financing,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2022,60
2085,JYOTHI ENGINEERING COLLEGE,Kerala,THRISSUR,Private-Self Financing,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,120
2086,JYOTHI ENGINEERING COLLEGE,Kerala,THRISSUR,Private-Self Financing,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,60
2087,RBVRR WOMEN S COLLEGE OF PHARMACY,Telangana,HYDERABAD,Private-Self Financing,"Osmania University, Hyderabad",PHARMACY,UNDER GRADUATE,PHARMACY,30-06-2022,100
2088,DELHI INSTITUTE OF TOOL ENGINEERING,Delhi,CENTRAL DELHI,Government,"Directorate of Training and Technical Education, New Delhi",ENGINEERING AND TECHNOLOGY,DIPLOMA,TOOL & DIE MAKING,30-06-2023,60
2089,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
2090,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2023,240
2091,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,120
2092,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,30-06-2021,90
2093,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,120
2094,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2021,180
2095,SANKETIKA VIDYA PARISHAD ENGINEERING COLLEGE,Andhra Pradesh,VISHAKHAPATNAM,Private-Self Financing,"Andhra University, Visakhapatnam",ENGINEERING AND TECHNOLOGY,POST GRADUATE,COMMUNICATION SYSTEMS,02-07-2023,9
2096,SCTR S PUNE INSTITUTE OF COMPUTER TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,"University of Pune, Pune",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER ENGINEERING,30-06-2022,240
2097,SCTR S PUNE INSTITUTE OF COMPUTER TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,"University of Pune, Pune",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & TELE-COMMUNICATION ENGINEERING,30-06-2022,240
2098,SCTR S PUNE INSTITUTE OF COMPUTER TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,"University of Pune, Pune",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2022,180
2099,ANNAMACHARYA INSTITUTE OF TECHNOLOGY AND SCIENCES,Andhra Pradesh,CHITTOOR,Private-Self Financing,"Jawaharlal Nehru Technological University, Anantapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,180
2100,ANNAMACHARYA INSTITUTE OF TECHNOLOGY AND SCIENCES,Andhra Pradesh,CHITTOOR,Private-Self Financing,"Jawaharlal Nehru Technological University, Anantapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2022,180
2101,RAJASTHAN TECHNICAL UNIVERSITY KOTA,Rajasthan,KOTA,Government,"Rajasthan Technical University, Kota",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL ENGINEERING,30-06-2022,120
2102,M S RAMAIAH INSTITUTE OF TECHNOLOGY-MBA PROGRAMME,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",MANAGEMENT,POST GRADUATE,MBA,30-06-2022,120
2103,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,120
2104,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,AUTOMOBILE ENGINEERING,30-06-2022,60
2105,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,BIOMEDICAL ENGINEERING,30-06-2021,60
2106,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,BIOTECHNOLOGY,30-06-2022,60
2107,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,120
2108,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INSTRUMENTATION AND CONTROL,30-06-2023,60
2109,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,60
2110,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2024,120
2111,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2021,120
2112,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,METALLURGICAL ENGINEERING,30-06-2024,60
2113,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,FASHION TECHNOLOGY,30-06-2022,60
2114,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,PRODUCTION ENGINEERING,30-06-2021,60
2115,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,TEXTILE TECHNOLOGY,30-06-2024,60
2116,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,STRUCTURAL ENGINEERING,30-06-2021,18
2117,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,COMPUTER INTEGRATED MANUFACTURING,30-06-2022,18
2118,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,ENGINEERING DESIGN,30-06-2022,18
2119,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,INDUSTRIAL ENGINEERING,30-06-2021,18
2120,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,EMBEDDED AND REAL TIME SYSTEMS,30-06-2021,18
2121,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,AUTOMOTIVE ENGINEERING,30-06-2022,18
2122,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,ENERGY ENGINEERING,30-06-2021,18
2123,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,COMMUNICATION SYSTEMS,30-06-2022,18
2124,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,VLSI DESIGN,30-06-2021,18
2125,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,18
2126,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,INFORMATION TECHNOLOGY,30-06-2021,18
2127,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,BIO METRICS & CYBER SECURITY,30-06-2021,18
2128,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,TEXTILE TECHNOLOGY,30-06-2022,18
2129,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",MCA,POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,30-06-2021,60
2130,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",MANAGEMENT,POST GRADUATE,MBA,30-06-2021,180
2131,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ROBOTICS AND AUTOMATION,30-06-2023,60
2132,PSG COLLEGE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Govt aided,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,60
2133,ACE ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
2134,ACE ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,60
2135,ACE ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,120
2136,ACE ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2022,60
2137,ACE ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,60
2138,K D K COLLEGE OF ENGINEERING,Maharashtra,NAGPUR,Private-Self Financing,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2022,120
2139,K D K COLLEGE OF ENGINEERING,Maharashtra,NAGPUR,Private-Self Financing,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
2140,K D K COLLEGE OF ENGINEERING,Maharashtra,NAGPUR,Private-Self Financing,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL ENGINEERING,30-06-2022,90
2141,K D K COLLEGE OF ENGINEERING,Maharashtra,NAGPUR,Private-Self Financing,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,120
2142,K D K COLLEGE OF ENGINEERING,Maharashtra,NAGPUR,Private-Self Financing,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,30-06-2022,60
2143,IPS ACADEMY INSTITUTE OF ENGINEERING SCIENCE INDORE MP,Madhya Pradesh,INDORE,Private-Self Financing,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,30-06-2023,180
2144,IPS ACADEMY INSTITUTE OF ENGINEERING SCIENCE INDORE MP,Madhya Pradesh,INDORE,Private-Self Financing,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2023,60
2145,IPS ACADEMY INSTITUTE OF ENGINEERING SCIENCE INDORE MP,Madhya Pradesh,INDORE,Private-Self Financing,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,FIRE TECHNOLOGY & SAFETY,30-06-2022,180
2146,IPS ACADEMY INSTITUTE OF ENGINEERING SCIENCE INDORE MP,Madhya Pradesh,INDORE,Private-Self Financing,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
2147,NALLA MALLA REDDY ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,180
2148,NALLA MALLA REDDY ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,60
2149,NALLA MALLA REDDY ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
2150,NALLA MALLA REDDY ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,30-06-2022,180
2151,A I S MOHAMMED HAJI SABOO SIDDIK POLYTECHNIC,Maharashtra,MUMBAI CITY,Govt aided,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,CIVIL ENGINEERING,30-06-2021,120
2152,A I S MOHAMMED HAJI SABOO SIDDIK POLYTECHNIC,Maharashtra,MUMBAI CITY,Govt aided,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,MECHANICAL ENGINEERING,30-06-2021,180
2153,A I S MOHAMMED HAJI SABOO SIDDIK POLYTECHNIC,Maharashtra,MUMBAI CITY,Govt aided,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRICAL ENGINEERING,30-06-2021,90
2154,A I S MOHAMMED HAJI SABOO SIDDIK POLYTECHNIC,Maharashtra,MUMBAI CITY,Govt aided,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER ENGINEERING,30-06-2021,60
2155,WALCHAND INSTITUTE OF TECHNOLOGY,Maharashtra,SOLAPUR,Private-Self Financing,"Solapur University, Solapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMPUTER ENGINEERING,30-06-2021,60
2156,WALCHAND INSTITUTE OF TECHNOLOGY,Maharashtra,SOLAPUR,Private-Self Financing,"Solapur University, Solapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & TELE-COMMUNICATION ENGINEERING,30-06-2021,120
2157,WALCHAND INSTITUTE OF TECHNOLOGY,Maharashtra,SOLAPUR,Private-Self Financing,"Solapur University, Solapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL AND AUTOMATION ENGINEERING,30-06-2021,120
2158,WALCHAND INSTITUTE OF TECHNOLOGY,Maharashtra,SOLAPUR,Private-Self Financing,"Solapur University, Solapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,60
2159,VIDYA ACADEMY OF SCIENCE TECHNOLOGY,Kerala,THRISSUR,Private-Self Financing,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,90
2160,VIDYA ACADEMY OF SCIENCE TECHNOLOGY,Kerala,THRISSUR,Private-Self Financing,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,60
2161,COLLEGE OF 0ENGINEERING KIDANGOOR,Kerala,KOTTAYAM,Government,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,90
2162,COLLEGE OF 0ENGINEERING KIDANGOOR,Kerala,KOTTAYAM,Government,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2022,60
2163,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,60
2164,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INDUSTRIAL ENGINEERING AND MANAGEMENT,30-06-2021,60
2165,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,120
2166,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION SCIENCE AND ENGINEERING,30-06-2021,120
2167,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,30-06-2022,60
2168,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,120
2169,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,BIOTECHNOLOGY,30-06-2022,60
2170,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,120
2171,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,POST GRADUATE,MANUFACTURING SCIENCE AND ENGINEERING,30-06-2022,18
2172,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,POST GRADUATE,STRUCTURAL ENGINEERING,30-06-2022,30
2173,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,POST GRADUATE,DIGITAL ELECTRONICS AND COMMUNICATION ENGINEERING,30-06-2022,30
2174,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,30
2175,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,POST GRADUATE,COMPUTER INTEGRATED MANUFACTURING,30-06-2022,18
2176,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CHEMICAL ENGINEERING,30-06-2021,60
2177,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & TELECOMMUNICATION ENGG.,30-06-2022,60
2178,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MEDICAL ELECTRONICS,30-06-2021,60
2179,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,POST GRADUATE,DIGITAL COMMUNICATION,30-06-2022,18
2180,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,POST GRADUATE,BIOTECHNOLOGY,30-06-2022,18
2181,M S RAMAIAH INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,120
2182,ENTREPRENEURSHIP DEVELOPMENT INSTITUTE OF INDIA,Gujarat,GANDHINAGAR,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM (ENTREPRENEURSHIP),30-06-2022,120
2183,NARSIMHAREDDY ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2023,180
2184,NARSIMHAREDDY ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,120
2185,NARSIMHAREDDY ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,60
2186,NARSIMHAREDDY ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2023,60
2187,NARSIMHAREDDY ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2022,60
2188,POTTI SRIRAMULU CHALAVADI MALLIKARJUNA RAO COLLEGE OF ENGINEERING AND TECHNOLOGY,Andhra Pradesh,KRISHNA,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,60
2189,POTTI SRIRAMULU CHALAVADI MALLIKARJUNA RAO COLLEGE OF ENGINEERING AND TECHNOLOGY,Andhra Pradesh,KRISHNA,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2022,180
2190,POTTI SRIRAMULU CHALAVADI MALLIKARJUNA RAO COLLEGE OF ENGINEERING AND TECHNOLOGY,Andhra Pradesh,KRISHNA,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,120
2191,JAIPUR ENGINEERING COLLEGE AND RESEARCH CENTRE,Rajasthan,JAIPUR,Private-Self Financing,"Rajasthan Technical University, Kota",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,180
